obstacle_distance_m,relative_speed_mps,num_obstacles,lane_offset_m,traffic_density_veh_per_km,risk_probability,road_curvature_1pm,road_width_m,speed_limit_kmh,ego_speed_mps,ego_acceleration_mps2,steering_angle_deg,yaw_rate_rads,throttle_position,brake_pressure,weather_condition,visibility_range_m,road_surface_condition,behavior_label
38.07947176588889,-3.1909343916767376,6,0.6756004224744712,48.665353975018824,0.7418821683231693,-0.012507094864067113,3.07369614562467,80,26.231337153963906,-1.8983232469536009,-6.714563267975521,0.399968464415443,0.05157956784198314,0.3253413737418688,rain,213.1673743052481,wet,follow
95.1207163345817,-0.7969302187493579,3,0.6200987856203599,49.51920888491095,0.6829377976993461,-0.036788435562099,3.4498859677808333,50,15.299049515625999,0.9307894147677942,-24.890722642612985,-0.15001641803694665,0.6271913914331921,0.36124164779598267,fog,227.49219982662368,icy,follow
73.46740023932911,10.63642179606541,1,-0.21660146320512919,32.5089062980506,0.849911435092138,-0.02627677701564196,3.9823077195192753,30,7.015695236138223,2.439927492187059,14.601049252634198,-0.43641454585149053,0.825700893939893,0.16101638222855263,night,291.7967819058897,icy,follow
60.26718993550662,-4.799868418203236,4,-0.6136880484968832,6.355964592852425,0.21572349046560946,0.014274728445937565,4.179263041710003,40,27.36119210186833,-0.3863922492866996,23.101918570777713,0.3335224070918761,0.5562573891590055,0.08326405340829812,rain,70.35478529513901,icy,follow
16.445845403801215,11.089490544365141,13,1.3436962921112539,25.308504282760126,0.7538262616930282,-0.044812389400300835,4.1129251733863255,40,23.70130850725078,2.5486156279110217,-20.299000518468343,0.41442212468013573,0.32047810346736794,0.57837071921304,night,279.849028578803,icy,yield
16.443457513284063,-12.355967070699254,10,1.0337838279994571,26.458155047783123,0.8813552403057495,-0.02273109599519363,4.658163958729934,50,0.6295611569542914,-2.868217343144144,21.246215303393633,0.3375333186203199,0.6304693675732336,0.4913227197460015,rain,322.26129798748985,dry,stop
6.750277604651747,8.30395311625892,10,-0.7149793063443499,25.722321406765484,0.17150982298024275,-0.02916885223578254,3.046893577675288,60,28.182407588834472,0.09743999270508086,17.321757084717277,0.4129792782288646,0.9910032284048672,0.5845324777744956,night,473.8576192919915,dry,follow
86.75143843171858,10.42642899164209,2,-1.5879232222311757,28.474591926000485,0.34680221978800374,-0.0298864889323468,4.091865407992839,50,28.455757759482985,-1.4623798242488997,3.8316164466245155,0.07590203098269666,0.5740417679909308,0.12930530144997232,fog,376.1249084630719,wet,follow
60.510386162577674,-9.545470414879837,14,-1.7127698182181232,0.9362356897195334,0.9701017643315615,0.018276241197597104,2.7527859404652353,40,10.659123923295411,-1.427055619188369,5.7660202330395265,0.3396588560924868,0.315216417113539,0.9476914543411039,night,62.71037088870068,dry,stop
71.09918520180851,-2.089604028833987,13,-1.6228960884042558,35.56136407352512,0.7807878459797924,0.03258169167543645,3.8698367247479446,80,0.3005477182274696,2.2652831889343172,9.094086709784222,0.44391190014857007,0.24361554696838572,0.4133539407862937,fog,128.82708700363628,wet,lane_change
3.0378649352844422,-10.035006760090331,8,0.3314774447681712,35.619715097649404,0.28259083253753237,0.021586660806425878,3.959896006224178,40,16.57611963630166,-1.131003188832101,1.4856878825716073,0.3899032356796377,0.9982266928884498,0.4494727718906766,night,263.94850946215075,wet,stop
97.02107536403744,6.1981238698265315,5,-1.7933512966840413,5.773488758894397,0.563941769644487,0.014572781580051222,3.0405932473354342,60,27.41027319283055,-2.860012619279802,20.660563853677253,0.08717615241002541,0.8504219136449527,0.5469661867606842,clear,489.16659104091985,wet,follow
83.41182143924175,1.060433041849702,0,-0.6522925001438464,28.511972122290036,0.4043261228494788,0.0416451771817864,3.479232824978092,60,3.733208507913327,0.23813212266352402,-1.5540801378671638,0.24653101999451432,0.27948553071065396,0.6901264941087769,night,320.52599160833716,wet,follow
22.02157195714934,4.059700401249632,2,1.0127988076569174,28.41805912178873,0.4899651763271299,-0.04416076195757032,4.567982223959506,80,17.715290617731657,2.8251782576235005,2.8231608543358675,0.22130295373947662,0.2624460917419019,0.3848584319798459,night,429.91618791895513,icy,follow
19.00067175350296,-9.105390991313666,11,-0.8226073339384876,34.12252100952001,0.3551661913907085,-0.033251691402375924,2.871022634382409,60,21.95307840628958,-2.5254270486849815,-27.79407579455001,0.30296463496099557,0.803670193683638,0.14315009462224781,fog,96.7801773430646,wet,overtake
19.15704647548995,-8.647624138427414,3,1.0532323087205193,4.269884606754054,0.2793310185303406,-0.008559314432946788,3.5862654940396004,50,4.04069581571626,-1.282200607757571,-19.19581966570894,-0.27115025764191625,0.9922853483468134,0.7831209381501024,fog,246.71607699206902,icy,overtake
